gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NZ_JACAND010000027.1_8	7049	7876	828	-1	0.656	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000027.1_9	7873	8010	138	-1	0.674	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000027.1_10	8007	8237	231	-1	0.567	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000027.1_11	8332	9279	948	-1	0.629	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000027.1_12	9291	9476	186	-1	0.452	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000027.1_13	9498	12020	2523	-1	0.576	11	AGxAGG/AGGxGG	GENOMAD.090142.PC	1.83E-271	852	0	1	0	1	NA	MOBP1	NA	PF03432;PF18821	Relaxase/Mobilisation nuclease domain; Large polyvalent protein-associated domain 7
NZ_JACAND010000027.1_14	12010	12417	408	-1	0.483	11	GGAG/GAGG	GENOMAD.010065.PP	2.58E-16	77	0	1	0	1	NA	NA	NA	PF07328;COG4453	T-DNA border endonuclease VirD1
NZ_JACAND010000027.1_15	12401	13132	732	-1	0.388	11	GGAG/GAGG	GENOMAD.129144.VP	5.01E-09	59	0	0	1	2561	Caudoviricetes	NA	NA	PF19237;COG2852;TIGR00632	Very-short-patch-repair endonuclease
NZ_JACAND010000027.1_16	13631	14038	408	1	0.525	11	AGGAG	GENOMAD.136316.PV	4.01E-20	88	0	0	0	1	NA	NA	NA	PF17273	NA
NZ_JACAND010000027.1_17	14050	14823	774	1	0.417	11	AGGA	GENOMAD.126298.PC	4.22E-05	47	0	0	0	1	NA	NA	NA	PF10609;K07321;TIGR03371;COG1348	NUBPL iron-transfer P-loop NTPase
NZ_JACAND010000027.1_18	14826	15104	279	1	0.498	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000030.1_1	95	679	585	1	0.568	11	None	GENOMAD.115234.CP	4.76E-25	105	0	0	0	1	NA	NA	NA	K07278;COG0729	Outer membrane translocation and assembly module TamA
NZ_JACAND010000030.1_2	676	5400	4725	1	0.6	11	None	GENOMAD.127324.PC	4.24E-133	468	0	0	0	1	NA	NA	NA	PF11843	NA
NZ_JACAND010000030.1_3	5477	6415	939	1	0.573	11	GGA/GAG/AGG	GENOMAD.177520.PC	5.45E-20	94	0	0	0	1	NA	NA	NF000107	PF03881;K18817;COG3001;TIGR00938	Fructosamine kinase
NZ_JACAND010000030.1_4	6879	7271	393	-1	0.565	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000032.1_1	35	2170	2136	-1	0.494	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000032.1_2	2205	4055	1851	-1	0.528	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000032.1_3	4070	4984	915	-1	0.423	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000033.1_1	1	588	588	1	0.621	11	None	GENOMAD.096843.PC	1.16E-129	407	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000033.1_2	1134	1511	378	1	0.32	11	AAA	GENOMAD.206099.CP	5.99E-20	87	0	0	0	1	NA	NA	NA	PF07366;COG5485;TIGR02096;K10533	SnoaL-like polyketide cyclase
NZ_JACAND010000033.1_3	1535	2671	1137	1	0.373	11	AAAA	GENOMAD.189578.PC	4.18E-47	177	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000033.1_4	2689	3549	861	1	0.369	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000033.1_5	3898	4434	537	1	0.354	11	AAAAT	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000035.1_1	96	371	276	-1	0.533	11	AGGAG	GENOMAD.004226.PP	1.05E-38	139	0	1	0	1	NA	NA	NA	PF12958	NA
NZ_JACAND010000035.1_2	542	2053	1512	1	0.642	11	GGAG/GAGG	GENOMAD.002761.PP	2.86E-16	85	0	1	0	1	NA	MOBQ	NA	PF03389;TIGR02768;K18434	MobA/MobL family
NZ_JACAND010000035.1_3	2096	2950	855	-1	0.485	11	None	GENOMAD.153664.PV	6.00E-06	50	0	1	0	1	NA	NA	NA	PF01051;COG5527	Initiator Replication protein
NZ_JACAND010000036.1_1	61	276	216	-1	0.417	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000036.1_2	279	851	573	-1	0.429	11	AGGA	GENOMAD.169594.PV	6.15E-49	174	0	0	0	1	NA	NA	NA	PF05732	Firmicute plasmid replication protein (RepL)
NZ_JACAND010000036.1_3	1829	2827	999	1	0.507	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000036.1_4	3134	3484	351	-1	0.51	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000037.1_1	2	244	243	1	0.572	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000037.1_2	161	466	306	-1	0.582	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACAND010000037.1_3	494	1708	1215	-1	0.583	11	AGGA/GGAG/GAGG	GENOMAD.147656.CP	0.0002035	46	0	0	0	1	NA	NA	NF012174	COG2223;K08153	Nitrate/nitrite transporter NarK
NZ_JACAND010000037.1_4	1925	2680	756	-1	0.653	11	None	GENOMAD.127324.PC	4.69E-90	296	0	0	0	1	NA	NA	NA	PF11843	NA
NZ_JACANB010000013.1_1	64	393	330	1	0.555	11	None	GENOMAD.101150.PP	8.26E-10	57	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_2	442	975	534	-1	0.556	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_3	1410	2087	678	-1	0.412	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_4	2087	5071	2985	-1	0.412	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_5	5105	8848	3744	-1	0.412	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_6	8870	11341	2472	-1	0.425	11	GGAG/GAGG	GENOMAD.033027.CC	1.62E-05	51	0	0	0	1	NA	NA	NA	PF16330;PF04310;PF10174;K03632;COG3096;TIGR00618	"Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB"
NZ_JACANB010000013.1_7	11334	13376	2043	-1	0.418	11	AGxAGG/AGGxGG	GENOMAD.215327.PC	1.37E-44	177	0	0	0	1	NA	NA	NA	PF20024	NA
NZ_JACANB010000013.1_8	13373	16918	3546	-1	0.435	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_9	16908	18401	1494	-1	0.428	11	AGGA	GENOMAD.210329.PC	8.16E-06	51	0	0	0	1	NA	NA	NA	PF19250;COG4248;K22893;TIGR03724	Uncharacterized protein with protein kinase and helix-hairpin-helix DNA-binding domains
NZ_JACANB010000013.1_10	18433	19167	735	-1	0.457	11	None	GENOMAD.180286.PC	4.78E-08	56	0	0	0	1	NA	NA	NA	PF13672;COG0631	Protein phosphatase 2C
NZ_JACANB010000013.1_11	19154	19684	531	-1	0.465	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_12	19671	20372	702	-1	0.434	11	GGAG/GAGG	GENOMAD.137708.PC	9.82E-11	64	0	0	0	1	NA	NA	NA	PF04056;COG4245;TIGR03436;K24508	"Uncharacterized conserved protein YegL, contains vWA domain of TerY type"
NZ_JACANB010000013.1_13	20509	21942	1434	-1	0.398	11	GGA/GAG/AGG	GENOMAD.167915.CP	4.35E-15	81	0	0	0	1	NA	NA	NA	PF09651;COG4006;TIGR02619	"CRISPR/Cas system-associated protein Csm6, COG1517 family"
NZ_JACANB010000013.1_14	22090	23121	1032	1	0.51	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_15	23486	23794	309	1	0.534	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_16	23794	24162	369	1	0.539	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_17	24193	25893	1701	1	0.56	11	GGA/GAG/AGG	GENOMAD.101150.PP	1.45E-07	57	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000013.1_18	25978	27171	1194	-1	0.384	11	GGAG/GAGG	GENOMAD.182295.CP	1.16E-22	104	0	0	0	1	NA	NA	NA	PF09623;TIGR02584;K19135;COG4006	CRISPR-associated protein NE0113 (Cas_NE0113)
NZ_JACANB010000016.1_1	96	680	585	1	0.568	11	None	GENOMAD.115234.CP	4.76E-25	105	0	0	0	1	NA	NA	NA	K07278;COG0729	Outer membrane translocation and assembly module TamA
NZ_JACANB010000016.1_2	677	5401	4725	1	0.6	11	None	GENOMAD.127324.PC	4.24E-133	468	0	0	0	1	NA	NA	NA	PF11843	NA
NZ_JACANB010000016.1_3	5478	6416	939	1	0.573	11	GGA/GAG/AGG	GENOMAD.177520.PC	5.45E-20	94	0	0	0	1	NA	NA	NF000107	PF03881;K18817;COG3001;TIGR00938	Fructosamine kinase
NZ_JACANB010000016.1_4	6880	7272	393	-1	0.565	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_5	7965	8183	219	1	0.575	11	GGA/GAG/AGG	GENOMAD.096843.PC	2.21E-45	157	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_6	8729	9106	378	1	0.317	11	None	GENOMAD.206099.CP	5.99E-20	87	0	0	0	1	NA	NA	NA	PF07366;COG5485;TIGR02096;K10533	SnoaL-like polyketide cyclase
NZ_JACANB010000016.1_7	9190	10266	1077	1	0.377	11	GGA/GAG/AGG	GENOMAD.189578.PC	2.33E-47	177	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_8	10284	11144	861	1	0.369	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_9	11493	12029	537	1	0.354	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_10	12236	13057	822	1	0.647	11	AGGAG	GENOMAD.127324.PC	1.21E-89	296	0	0	0	1	NA	NA	NA	PF11843	NA
NZ_JACANB010000016.1_11	13274	14488	1215	1	0.584	11	AGGA/GGAG/GAGG	GENOMAD.147656.CP	0.0002035	46	0	0	0	1	NA	NA	NF012174	COG2223;K08153	Nitrate/nitrite transporter NarK
NZ_JACANB010000016.1_12	14516	14821	306	1	0.582	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_1	1	2043	2043	1	0.444	11	None	GENOMAD.220252.VP	0.0002093	47	0	0	0	2561	Caudoviricetes	NA	NA	PF02914;PF09299	"Bacteriophage Mu transposase; Mu transposase, C-terminal"
NZ_JACANB010000017.1_2	2040	3695	1656	1	0.428	11	GGAG/GAGG	GENOMAD.211952.PC	1.00E-09	64	0	0	0	1	NA	NA	NA	PF11426	Tn7 transposition regulator TnsC
NZ_JACANB010000017.1_3	3701	5245	1545	1	0.456	11	GGA/GAG/AGG	GENOMAD.183263.CP	0.0001436	47	0	0	0	1	NA	NA	NA	PF15978	Tn7-like transposition protein D
NZ_JACANB010000017.1_4	5555	6811	1257	1	0.435	11	GGA/GAG/AGG	GENOMAD.160448.PC	6.02E-35	142	0	0	0	1	NA	NA	NA	PF18623	TnsE C-terminal domain
NZ_JACANB010000017.1_5	7139	7663	525	1	0.457	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_6	7721	8458	738	1	0.432	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_7	8476	11049	2574	1	0.488	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_8	11063	12295	1233	1	0.466	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_9	12496	12936	441	-1	0.503	11	None	GENOMAD.161929.CP	6.29E-09	56	0	0	0	1	NA	NA	NA	PF13420;COG1670;TIGR04431;K09994	"Protein N-acetyltransferase, RimJ/RimL family"
NZ_JACANB010000017.1_10	13118	13438	321	1	0.442	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_11	13514	13687	174	-1	0.425	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_1	3	1058	1056	1	0.473	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_2	1130	2548	1419	-1	0.566	11	GGAG/GAGG	GENOMAD.192192.CP	2.20E-07	56	0	0	0	1	NA	NA	NF000225	PF11039;K00663;TIGR04431;COG1670	"aminoglycoside N(6')-acetyltransferase, AacA4 family"
NZ_JACANB010000019.1_3	3017	3472	456	-1	0.382	11	None	GENOMAD.179382.PC	0.0001813	43	0	0	0	1	NA	NA	NF000088	PF01636;K17910;TIGR00938;COG3231	"homoserine kinase, Neisseria type"
NZ_JACANB010000019.1_4	3602	3703	102	1	0.363	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_5	3917	4765	849	1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_6	4793	5050	258	-1	0.422	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_7	5182	6066	885	-1	0.433	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_8	6091	7338	1248	-1	0.417	11	None	GENOMAD.132409.CP	5.01E-09	61	0	0	0	1	NA	NA	NF000051	PF00083;K08217;COG2223;TIGR00900	Sugar (and other) transporter
NZ_JACANB010000019.1_9	7469	7852	384	-1	0.359	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_10	7908	9383	1476	-1	0.4	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_1	56	646	591	1	0.521	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_2	687	3815	3129	1	0.571	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_3	3812	6247	2436	1	0.532	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_4	6252	6839	588	1	0.548	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_5	6832	6897	66	-1	0.409	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000022.1_1	1232	2062	831	1	0.539	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000022.1_2	2155	2493	339	1	0.596	11	AGGAG	GENOMAD.209139.CP	1.42E-21	91	0	0	0	1	NA	NA	NA	PF09098;K20200;COG4654;TIGR03874	Cytochrome c551/c552
NZ_JACANB010000022.1_3	2504	3190	687	1	0.655	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000022.1_4	3204	4775	1572	1	0.604	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000022.1_5	4851	5939	1089	1	0.603	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000023.1_1	216	1682	1467	1	0.517	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000023.1_2	1684	4305	2622	1	0.531	11	GGA/GAG/AGG	GENOMAD.151255.PC	0	1399	0	0	0	1	NA	NA	NA	PF13009	Putative integrase
NZ_JACANB010000023.1_3	4302	4970	669	1	0.544	11	GGAGG	GENOMAD.153102.PC	1.69E-113	362	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000023.1_4	4963	5259	297	1	0.566	11	GGxGG	GENOMAD.107097.PP	5.05E-26	103	0	0	0	1	NA	NA	NA	PF19776	NA
NZ_JACANB010000024.1_1	35	2170	2136	-1	0.494	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000024.1_2	2205	4055	1851	-1	0.528	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000024.1_3	4070	4984	915	-1	0.423	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
